faction,gen,unit,unknown,unknown,prize,attack,factionunits,damage,ap,bonusInf,bonusCav,defense,morale,charge,armour,unitclass,health
rom_iceni,False,Bri_Ballista,True,False,1570,9,7,24,4,0,0,14,45,6,10,art_fld,50
rom_iceni,False,Bri_Chariots,True,True,900,43,7,40,4,0,0,59,70,32,70,chariot,90
rom_iceni,True,Bri_Chariots,True,True,900,43,7,40,4,0,0,59,70,32,70,chariot,90
rom_iceni,False,Bri_Cheiroballistra,True,True,520,9,7,24,4,0,0,14,40,6,10,art_fld,45
rom_iceni,False,Bri_Chosen_Spear_Band,True,True,690,28,7,26,6,0,15,70,55,22,75,inf_spr,60
rom_iceni,False,Bri_Chosen_Sword_Band,True,True,730,31,7,40,4,0,0,59,55,29,75,inf_mel,60
rom_iceni,False,Bri_Druidic_Nobles,True,True,580,36,7,45,5,0,0,72,70,30,45,inf_mel,60
rom_iceni,False,Bri_Giant_Ballista,True,False,730,9,7,24,4,0,0,14,40,6,10,art_fix,45
rom_iceni,False,Bri_Heroic_Nobles,True,True,1300,43,7,45,5,0,0,69,70,32,75,inf_mel,65
rom_iceni,True,Bri_Heroic_Nobles,True,True,1300,43,7,45,5,0,0,69,70,32,75,inf_mel,65
rom_iceni,False,Bri_Heroic_Riders,True,True,1280,49,7,31,7,0,10,44,70,46,70,cav_mel,105
rom_iceni,True,Bri_Heroic_Riders,True,True,1280,49,7,31,7,0,10,44,70,46,70,cav_mel,105
rom_iceni,False,Bri_Large_Onager,True,False,1780,9,7,24,4,0,0,14,40,7,10,art_fld,45
rom_iceni,False,Bri_Onager,True,False,1580,9,7,24,4,0,0,14,40,6,10,art_fld,45
rom_iceni,False,Bri_Painted_Ones,True,True,610,34,7,25,5,15,0,59,60,34,10,inf_mel,55
rom_iceni,False,Bri_Scout_Riders,True,True,400,31,7,27,7,0,10,30,35,31,40,cav_mel,70
rom_iceni,False,Bri_Skirm,True,True,210,8,7,24,4,0,0,37,25,3,25,inf_mis,45
rom_iceni,False,Bri_Slingers,True,True,380,8,7,24,4,0,0,37,25,3,25,inf_mis,50
rom_iceni,False,Bri_Spear_Band,True,True,320,17,7,22,7,0,20,58,40,21,45,inf_spr,50
rom_iceni,False,Bri_Sword_Band,True,True,340,23,7,40,4,0,0,52,40,20,45,inf_mel,50
rom_iceni,False,Bri_Veteran_Riders,True,True,580,37,7,27,7,0,10,35,55,37,40,cav_mel,85
rom_iceni,False,Cel_Celtic_Warhounds,True,True,500,20,7,40,4,0,0,68,35,35,15,spcl,45
rom_iceni,False,Cel_Levy_Freemen,True,True,210,12,7,22,7,0,20,55,30,15,45,inf_spr,50
rom_boii,False,Cel_Axe_Warriors,True,True,470,35,8,26,10,0,0,50,55,20,65,inf_mel,55
rom_boii,False,Cel_Ballista,True,False,1560,9,8,24,4,0,0,14,40,6,10,art_fld,45
rom_boii,False,Cel_Bowmen,True,True,300,8,8,24,4,0,0,12,25,3,10,inf_mis,45
rom_boii,False,Cel_Cheiroballistra,True,True,520,9,8,24,4,0,0,14,40,6,10,art_fld,45
rom_boii,False,Cel_Giant_Ballista,True,False,730,9,8,24,4,0,0,14,40,6,10,art_fix,45
rom_boii,False,Cel_Heavy_Horse,True,True,700,42,8,27,7,0,10,42,55,39,60,cav_mel,90
rom_boii,False,Cel_Large_Onager,True,False,1790,9,8,24,4,0,0,14,40,6,10,art_fld,45
rom_boii,False,Cel_Levy_Freemen,True,True,210,12,8,22,7,0,20,55,30,15,45,inf_spr,50
rom_boii,False,Cel_Light_Horse,True,True,450,42,8,27,7,0,10,56,45,39,15,cav_mel,75
rom_boii,False,Cel_Naked_Warriors,True,True,580,34,8,25,5,15,0,69,65,36,10,inf_mel,55
rom_boii,False,Cel_Noble_Horse,True,True,1300,51,8,31,7,0,10,44,70,47,75,cav_mel,105
rom_boii,True,Cel_Noble_Horse,True,True,1300,51,8,31,7,0,10,44,70,47,75,cav_mel,105
rom_boii,False,Cel_Oathsworn,True,True,1340,48,8,45,5,0,0,69,70,35,80,inf_mel,65
rom_boii,True,Cel_Oathsworn,True,True,1340,48,8,45,5,0,0,69,70,35,80,inf_mel,65
rom_boii,False,Cel_Onager,True,False,1580,9,8,24,4,0,0,14,40,6,10,art_fld,45
rom_boii,False,Cel_Skirm,True,True,350,8,8,24,4,0,0,27,25,3,45,inf_mis,45
rom_boii,False,Cel_Slingers,True,True,280,8,8,24,4,0,0,37,25,3,25,inf_mis,45
rom_boii,False,Cel_Spear_Warriors,True,True,490,24,8,26,6,0,15,60,45,22,65,inf_spr,50
rom_boii,False,Cel_Sword_Followers,True,True,760,37,8,40,4,0,0,57,65,27,75,inf_mel,60
rom_boii,False,Cel_Veteran_Spears,True,True,710,28,8,26,6,0,15,70,65,22,75,inf_spr,60
rom_boii,False,Cel_Warriors,True,True,350,27,8,40,4,0,0,50,45,25,45,inf_mel,55
rom_arverni,False,Cel_Ballista,True,False,1560,9,9,24,4,0,0,14,40,6,10,art_fld,45
rom_arverni,False,Cel_Cheiroballistra,True,True,520,9,9,24,4,0,0,14,40,6,10,art_fld,45
rom_arverni,False,Cel_Chosen_Spear,True,True,680,26,9,26,6,0,15,72,55,22,75,inf_spr,55
rom_arverni,False,Cel_Chosen_Sword,True,True,720,32,9,40,4,0,0,62,55,27,75,inf_mel,55
rom_arverni,False,Cel_Gallic_Hunters,True,True,450,17,9,24,4,0,0,15,40,5,10,inf_mis,45
rom_arverni,False,Cel_Giant_Ballista,True,False,730,9,9,24,4,0,0,14,40,6,10,art_fix,45
rom_arverni,False,Cel_Heavy_Horse,True,True,700,42,9,27,7,0,10,42,55,39,60,cav_mel,90
rom_arverni,False,Cel_Large_Onager,True,False,1790,9,9,24,4,0,0,14,40,6,10,art_fld,45
rom_arverni,False,Cel_Levy_Freemen,True,True,210,12,9,22,7,0,20,55,30,15,45,inf_spr,50
rom_arverni,False,Cel_Light_Horse,True,True,450,42,9,27,7,0,10,56,45,39,15,cav_mel,75
rom_arverni,False,Cel_Naked_Warriors,True,True,580,34,9,25,5,15,0,69,65,36,10,inf_mel,55
rom_arverni,False,Cel_Noble_Horse,True,True,1300,51,9,31,7,0,10,44,70,47,75,cav_mel,105
rom_arverni,True,Cel_Noble_Horse,True,True,1300,51,9,31,7,0,10,44,70,47,75,cav_mel,105
rom_arverni,False,Cel_Oathsworn,True,True,1340,48,9,45,5,0,0,69,70,35,80,inf_mel,65
rom_arverni,True,Cel_Oathsworn,True,True,1340,48,9,45,5,0,0,69,70,35,80,inf_mel,65
rom_arverni,False,Cel_Onager,True,False,1580,9,9,24,4,0,0,14,40,6,10,art_fld,45
rom_arverni,False,Cel_Savage_Dogs,True,True,500,23,9,40,4,0,0,68,35,20,15,spcl,45
rom_arverni,False,Cel_Skirm,True,True,350,8,9,24,4,0,0,27,25,3,45,inf_mis,45
rom_arverni,False,Cel_Slingers,True,True,280,8,9,24,4,0,0,37,25,3,25,inf_mis,45
rom_arverni,False,Cel_Spear_Nobles,True,True,1130,34,9,30,6,0,15,77,70,32,75,inf_spr,65
rom_arverni,True,Cel_Spear_Nobles,True,True,1130,34,9,30,6,0,15,77,70,32,75,inf_spr,65
rom_arverni,False,Cel_Spear_Warriors,True,True,490,24,9,26,6,0,15,60,45,22,65,inf_spr,50
rom_arverni,False,Cel_Warriors,True,True,350,27,9,40,4,0,0,50,45,25,45,inf_mel,55
rom_arverni,False,Cel_Youths,True,True,320,20,9,24,4,0,0,32,20,15,45,inf_mis,45
rom_galatia,False,Cel_Ballista,True,False,1560,9,10,24,4,0,0,14,40,6,10,art_fld,45
rom_galatia,False,Cel_Cheiroballistra,True,True,520,9,10,24,4,0,0,14,40,6,10,art_fld,45
rom_galatia,False,Cel_Galatian_Legionaires,True,True,800,40,10,40,4,0,0,65,60,28,75,inf_mel,60
rom_galatia,False,Cel_Galatian_Noblemen,True,True,1150,36,10,30,6,0,15,74,70,32,75,inf_spr,65
rom_galatia,True,Cel_Galatian_Noblemen,True,True,1150,36,10,30,6,0,15,74,70,32,75,inf_spr,65
rom_galatia,False,Cel_Galatian_Raiders,True,True,550,42,10,40,4,0,0,56,45,39,15,cav_mis,75
rom_galatia,False,Cel_Galatian_Spears,True,True,440,24,10,26,6,0,15,68,55,26,45,inf_spr,50
rom_galatia,False,Cel_Galatian_Swords,True,True,380,32,10,40,4,0,0,52,40,28,45,inf_mel,50
rom_galatia,False,Cel_Giant_Ballista,True,False,730,9,10,24,4,0,0,14,40,6,10,art_fix,45
rom_galatia,False,Cel_Large_Onager,True,False,1790,9,10,24,4,0,0,14,40,6,10,art_fld,45
rom_galatia,False,Cel_Levy_Freemen,True,True,210,12,10,22,7,0,20,55,30,15,45,inf_spr,50
rom_galatia,False,Cel_Light_Horse,True,True,450,42,10,27,7,0,10,56,45,39,15,cav_mel,75
rom_galatia,False,Cel_Naked_Swords,True,True,480,27,10,25,5,15,0,60,55,29,10,inf_mel,55
rom_galatia,False,Cel_Noble_Horse,True,True,1300,51,10,31,7,0,10,44,70,47,75,cav_mel,105
rom_galatia,True,Cel_Noble_Horse,True,True,1300,51,10,31,7,0,10,44,70,47,75,cav_mel,105
rom_galatia,False,Cel_Onager,True,False,1580,9,10,24,4,0,0,14,40,6,10,art_fld,45
rom_galatia,False,Cel_Skirm,True,True,350,8,10,24,4,0,0,27,25,3,45,inf_mis,45
rom_galatia,False,Cel_Slingers,True,True,280,8,10,24,4,0,0,37,25,3,25,inf_mis,45
rom_galatia,False,Cel_Tribesmen,True,True,280,9,10,26,6,0,15,52,25,10,45,inf_spr,40
rom_nervii,False,Cel_Ballista,True,False,1560,9,11,24,4,0,0,14,40,6,10,art_fld,45
rom_nervii,False,Cel_Cheiroballistra,True,True,520,9,11,24,4,0,0,14,40,6,10,art_fld,45
rom_nervii,False,Cel_Fierce_Swords,True,True,690,38,11,40,4,0,0,48,60,37,45,inf_mel,60
rom_nervii,False,Cel_Gallic_Hunters,True,True,450,17,11,24,4,0,0,15,40,5,10,inf_mis,45
rom_nervii,False,Cel_Giant_Ballista,True,False,730,9,11,24,4,0,0,14,40,6,10,art_fix,45
rom_nervii,False,Cel_Guerilla_Swordsmen,True,True,580,30,11,40,4,0,0,62,45,30,45,inf_mel,55
rom_nervii,False,Cel_Large_Onager,True,False,1790,9,11,24,4,0,0,14,40,6,10,art_fld,45
rom_nervii,False,Cel_Levy_Freemen,True,True,210,12,11,22,7,0,20,55,30,15,45,inf_spr,50
rom_nervii,False,Cel_Light_Horse,True,True,450,42,11,27,7,0,10,56,45,39,15,cav_mel,75
rom_nervii,False,Cel_Mighty_Horse,True,True,680,47,11,27,7,0,10,35,55,39,60,cav_mel,80
rom_nervii,False,Cel_Naked_Spears,True,True,530,30,11,22,7,0,20,52,55,30,45,inf_spr,60
rom_nervii,False,Cel_Naked_Warriors,True,True,580,34,11,25,5,15,0,69,65,36,10,inf_mel,55
rom_nervii,False,Cel_Noble_Horse,True,True,1300,51,11,31,7,0,10,44,70,47,75,cav_mel,105
rom_nervii,True,Cel_Noble_Horse,True,True,1300,51,11,31,7,0,10,44,70,47,75,cav_mel,105
rom_nervii,False,Cel_Oathsworn,True,True,1340,48,11,45,5,0,0,69,70,35,80,inf_mel,65
rom_nervii,True,Cel_Oathsworn,True,True,1340,48,11,45,5,0,0,69,70,35,80,inf_mel,65
rom_nervii,False,Cel_Onager,True,False,1580,9,11,24,4,0,0,14,40,6,10,art_fld,45
rom_nervii,False,Cel_Skirm,True,True,350,8,11,24,4,0,0,27,25,3,45,inf_mis,45
rom_nervii,False,Cel_Slingers,True,True,280,8,11,24,4,0,0,37,25,3,25,inf_mis,45
rom_nervii,False,Cel_Warriors,True,True,350,27,11,40,4,0,0,50,45,25,45,inf_mel,55
rom_nervii,False,Cel_Youths,True,True,320,20,11,24,4,0,0,32,20,15,45,inf_mis,45
rom_nervii,False,Ger_Spear_Brothers,True,True,480,25,11,26,6,0,15,66,40,23,50,inf_spr,55
rom_tylis,False,Cel_Gallo_Thracian_Infantry,True,True,650,32,12,40,4,0,0,56,50,32,65,inf_mel,55
rom_tylis,False,Cel_Levy_Freemen,True,True,210,12,12,22,7,0,20,55,30,15,45,inf_spr,50
rom_tylis,False,Cel_Light_Horse,True,True,450,42,12,27,7,0,10,56,45,39,15,cav_mel,75
rom_tylis,False,Cel_Noble_Horse,True,True,1300,51,12,31,7,0,10,44,70,47,75,cav_mel,105
rom_tylis,True,Cel_Noble_Horse,True,True,1300,51,12,31,7,0,10,44,70,47,75,cav_mel,105
rom_tylis,False,Cel_Oathsworn,True,True,1340,48,12,45,5,0,0,69,70,35,80,inf_mel,65
rom_tylis,True,Cel_Oathsworn,True,True,1340,48,12,45,5,0,0,69,70,35,80,inf_mel,65
rom_tylis,False,Cel_Raiding_Horsemen,True,True,490,36,12,34,4,0,0,36,50,25,45,cav_mis,75
rom_tylis,False,Cel_Skirm,True,True,350,8,12,24,4,0,0,27,25,3,45,inf_mis,45
rom_tylis,False,Cel_Slingers,True,True,280,8,12,24,4,0,0,37,25,3,25,inf_mis,45
rom_tylis,False,Cel_Spear_Warriors,True,True,490,24,12,26,6,0,15,60,45,22,65,inf_spr,50
rom_tylis,False,Cel_Tribal_Warriors,True,True,740,28,12,40,4,0,0,70,55,26,95,inf_mel,55
rom_tylis,False,Cel_Tribesmen,True,True,280,9,12,26,6,0,15,52,25,10,45,inf_spr,40
rom_tylis,False,Cel_Warriors,True,True,350,27,12,40,4,0,0,50,45,25,45,inf_mel,55
rom_tylis,False,Dac_Ballista,True,False,1560,9,12,24,4,0,0,14,40,6,10,art_fld,45
rom_tylis,False,Dac_Giant_Ballista,True,False,730,9,12,24,4,0,0,14,40,6,10,art_fix,45
rom_tylis,False,Dac_Large_Onager,True,False,1790,9,12,24,4,0,0,14,40,6,10,art_fld,45
rom_tylis,False,Dac_Onager,True,False,1580,9,12,24,4,0,0,14,40,6,10,art_fld,45
rom_tylis,False,Dac_Scorpion,True,False,490,9,12,24,4,0,0,14,40,6,10,art_fix,45
rom_tylis,False,Mer_Thr_Cav,True,True,450,14,12,24,4,0,0,33,35,10,40,cav_mis,75
rom_tylis,False,Mer_Thr_Peltasts,True,True,480,28,12,35,10,0,0,40,45,12,15,inf_mis,55
rom_tylis,False,Thr_Warriors,True,True,420,45,12,45,15,0,20,12,40,33,30,inf_mel,50
rom_getae,False,Dac_Armoured_Spears,True,True,580,26,13,26,6,0,15,65,55,26,75,inf_spr,55
rom_getae,False,Dac_Ballista,True,False,1560,9,13,24,4,0,0,14,40,6,10,art_fld,45
rom_getae,False,Dac_Bow_Horsemen,True,True,420,9,13,24,4,0,0,13,35,4,10,cav_mis,70
rom_getae,False,Dac_Bowmen,True,True,280,8,13,24,4,0,0,12,25,3,10,inf_mis,45
rom_getae,False,Dac_Cheiroballistra,True,False,520,9,13,24,4,0,0,14,40,6,10,art_fld,45
rom_getae,False,Dac_Falxmen,True,True,320,36,13,39,14,0,15,11,40,46,10,inf_mel,50
rom_getae,False,Dac_Giant_Ballista,True,False,730,9,13,24,4,0,0,14,40,6,10,art_fix,45
rom_getae,False,Dac_Heavy_Bowmen,True,True,410,20,13,24,4,0,0,15,40,12,30,inf_mis,45
rom_getae,False,Dac_Heavy_Skirm,True,True,450,20,13,40,4,0,0,30,40,12,65,inf_mis,45
rom_getae,False,Dac_Heavy_Spears,True,True,480,23,13,22,7,0,20,58,45,23,65,inf_spr,55
rom_getae,False,Dac_Large_Onager,True,False,1790,9,13,24,4,0,0,14,40,6,10,art_fld,45
rom_getae,False,Dac_Noble_Horsemen,True,True,1240,53,13,25,11,0,10,22,70,63,60,cav_shk,100
rom_getae,True,Dac_Noble_Horsemen,True,True,1240,53,13,25,11,0,10,22,70,63,60,cav_shk,100
rom_getae,False,Dac_Noble_Spears,True,True,1100,32,13,30,6,0,15,75,70,32,80,inf_spr,65
rom_getae,True,Dac_Noble_Spears,True,True,1100,32,13,30,6,0,15,75,70,32,80,inf_spr,65
rom_getae,False,Dac_Noble_Swords,True,True,1260,43,13,45,5,0,0,67,70,36,80,inf_mel,65
rom_getae,True,Dac_Noble_Swords,True,True,1260,43,13,45,5,0,0,67,70,36,80,inf_mel,65
rom_getae,False,Dac_Onager,True,False,1580,9,13,24,4,0,0,14,40,6,10,art_fld,45
rom_getae,False,Dac_Scorpion_Bastion,True,True,490,9,13,24,4,0,0,14,40,6,10,art_fix,40
rom_getae,False,Dac_Skirm,True,True,300,8,13,24,4,0,0,27,25,3,45,inf_mis,45
rom_getae,False,Dac_Spear_Horsemen,True,True,550,31,13,27,7,0,10,36,45,31,60,cav_mel,90
rom_getae,False,Dac_Spear_Warriors,True,True,300,16,13,22,7,0,20,61,45,17,65,inf_spr,50
rom_getae,False,Dac_Spears,True,True,220,11,13,22,7,0,20,54,30,12,45,inf_spr,45
rom_getae,False,Mer_Cel_Axe_Warriors,True,True,470,35,13,26,10,0,0,50,55,20,65,inf_mel,55
rom_getae,False,Mer_Thr_Cav,True,True,450,14,13,24,4,0,0,33,35,10,40,cav_mis,75
rom_getae,False,Mer_Thr_Peltasts,True,True,480,28,13,35,10,0,0,40,45,12,15,inf_mis,55
rom_odryssia,False,Dac_Ballista,True,False,1560,9,14,24,4,0,0,14,40,6,10,art_fld,45
rom_odryssia,False,Dac_Cheiroballistra,True,False,520,9,14,24,4,0,0,14,40,6,10,art_fld,45
rom_odryssia,False,Dac_Giant_Ballista,True,False,730,9,14,24,4,0,0,14,40,6,10,art_fix,45
rom_odryssia,False,Dac_Large_Onager,True,False,1790,9,14,24,4,0,0,14,40,6,10,art_fld,45
rom_odryssia,False,Dac_Onager,True,False,1580,9,14,24,4,0,0,14,40,6,10,art_fld,45
rom_odryssia,False,Mer_Dac_Falxmen,True,True,320,36,14,39,14,0,15,11,40,46,10,inf_mel,50
rom_odryssia,False,Mer_Dac_Spears,True,True,220,11,14,22,7,0,20,54,30,12,45,inf_spr,50
rom_odryssia,False,Mer_Gre_Hoplites,True,True,650,34,14,26,6,0,15,57,55,21,75,inf_spr,60
rom_odryssia,False,Thr_Bowmen,True,True,270,8,14,24,4,0,0,12,25,3,10,inf_mis,45
rom_odryssia,False,Thr_Cav,True,True,450,40,14,38,8,0,0,36,35,16,40,cav_mis,75
rom_odryssia,False,Thr_Horsemen,True,True,500,31,14,27,7,0,10,36,45,31,60,cav_mel,80
rom_odryssia,False,Thr_Nobles,True,True,1300,76,14,45,15,0,20,14,70,63,55,inf_mel,65
rom_odryssia,True,Thr_Nobles,True,True,1300,76,14,45,15,0,20,14,70,63,55,inf_mel,65
rom_odryssia,False,Thr_Peltasts,True,True,480,28,14,35,10,0,0,40,45,12,15,inf_mis,55
rom_odryssia,False,Thr_Royal_Cav,True,True,1280,49,14,29,5,0,15,36,70,43,90,cav_mel,100
rom_odryssia,True,Thr_Royal_Cav,True,True,1280,49,14,29,5,0,15,36,70,43,90,cav_mel,100
rom_odryssia,False,Thr_Skirm,True,True,330,8,14,24,4,0,0,37,25,3,15,inf_mis,45
rom_odryssia,False,Thr_Slingers,True,True,280,8,14,24,4,0,0,37,25,3,15,inf_mis,45
rom_odryssia,False,Thr_Warriors,True,True,420,45,14,45,15,0,20,12,40,33,30,inf_mel,50
rom_pontus,False,Eas_Archers,True,True,350,8,15,24,4,0,0,12,20,3,10,inf_mis,45
rom_pontus,False,Eas_Ballista,True,False,1560,9,15,24,4,0,0,14,35,6,10,art_fld,45
rom_pontus,False,Eas_Cheiroballistra,True,True,520,9,15,24,4,0,0,14,35,6,10,art_fld,45
rom_pontus,False,Eas_Giant_Ballista,True,False,730,9,15,24,4,0,0,14,35,6,10,art_fix,45
rom_pontus,False,Eas_Hillmen,True,True,220,25,15,26,10,0,0,36,35,12,15,inf_mel,45
rom_pontus,False,Eas_Horse_Skirm,True,True,390,9,15,24,4,0,0,38,30,4,15,cav_mis,70
rom_pontus,False,Eas_Javelinmen,True,True,370,8,15,24,4,0,0,37,20,3,15,inf_mis,45
rom_pontus,False,Eas_Large_Onager,True,False,1780,9,15,24,4,0,0,14,35,7,10,art_fld,45
rom_pontus,False,Eas_Noble_Blood_Cav,True,True,750,46,15,25,5,0,15,35,55,34,70,cav_mel,90
rom_pontus,False,Eas_Onager,True,False,1580,9,15,24,4,0,0,14,35,6,10,art_fld,45
rom_pontus,False,Eas_Pontic_Peltasts,True,True,450,18,15,24,4,0,0,40,30,10,65,inf_mis,50
rom_pontus,False,Eas_Pontic_Sword,True,True,620,37,15,34,4,0,0,55,50,18,75,inf_mel,50
rom_pontus,True,Eas_Pontic_Sword,True,True,620,37,15,34,4,0,0,55,50,18,75,inf_mel,50
rom_pontus,False,Eas_Scorpion_Pot_Ballista,True,False,1560,9,15,24,4,0,0,14,35,6,10,art_fld,45
rom_pontus,False,Eas_Slingers,True,True,380,8,15,24,4,0,0,37,20,3,15,inf_mis,45
rom_pontus,False,Eas_Spear,True,True,180,13,15,25,5,0,20,34,25,11,45,inf_spr,45
rom_pontus,False,Gre_Bronze_Shield_Pike,True,True,820,44,15,24,4,0,0,40,65,11,65,inf_pik,60
rom_pontus,True,Gre_Bronze_Shield_Pike,True,True,820,44,15,24,4,0,0,40,65,11,65,inf_pik,60
rom_pontus,False,Gre_Citizen_Cav,True,True,540,37,15,26,6,0,10,28,45,28,70,cav_mel,75
rom_pontus,False,Gre_Hoplites,True,True,650,34,15,26,6,0,15,57,55,21,80,inf_spr,60
rom_pontus,False,Gre_Levy_Pike,True,True,450,30,15,20,4,0,0,20,35,4,60,inf_pik,45
rom_pontus,False,Gre_Pike,True,True,600,34,15,24,4,0,0,30,45,7,65,inf_pik,55
rom_pontus,False,Gre_Pontic_Royal_Cav,True,True,1200,46,15,25,11,0,10,17,70,76,60,cav_shk,100
rom_pontus,True,Gre_Pontic_Royal_Cav,True,True,1200,46,15,25,11,0,10,17,70,76,60,cav_shk,100
rom_pontus,False,Gre_Scythed_Chariots,True,True,1380,54,15,35,5,0,0,29,65,45,90,chariot,105
rom_pontus,False,Gre_Thureos_Spears,True,True,540,24,15,25,5,0,20,55,50,26,70,inf_spr,50
rom_pontus,False,Mer_Cel_Light_Horse,True,True,450,42,15,27,7,0,10,56,45,39,15,cav_mel,75
rom_pontus,False,Mer_Cel_Warriors,True,True,350,27,15,40,4,0,0,50,40,25,45,inf_mel,55
rom_pontus,False,Mer_Scy_Horse_Archers,True,True,380,9,15,24,4,0,0,13,30,4,10,cav_mis,70
rom_suebi,False,Ger_Ballista,True,False,1560,9,16,24,4,0,0,14,35,6,10,art_fld,45
rom_suebi,False,Ger_Berserkers,True,True,820,56,16,25,5,15,0,66,75,51,10,inf_mel,85
rom_suebi,False,Ger_Bloodsworn,True,True,420,38,16,15,9,10,0,49,55,33,10,inf_mel,55
rom_suebi,False,Ger_Cheiroballistra,True,True,520,9,16,24,4,0,0,14,35,6,10,art_fld,45
rom_suebi,False,Ger_Cimbri_Bowwomen,True,True,380,28,16,20,5,0,30,22,40,18,10,inf_mis,55
rom_suebi,False,Ger_Club_Levy,True,True,200,20,16,15,9,10,0,41,30,16,40,inf_mel,50
rom_suebi,False,Ger_Giant_Ballista,True,False,730,9,16,24,4,0,0,14,35,6,10,art_fix,45
rom_suebi,False,Ger_Hex_Bearers,True,True,500,50,16,34,4,0,0,31,50,16,40,inf_mel,45
rom_suebi,False,Ger_Horse_Runners,True,True,450,36,16,34,4,0,0,35,35,22,40,inf_mis,45
rom_suebi,False,Ger_Large_Onager,True,False,1790,9,16,24,4,0,0,14,35,6,10,art_fld,45
rom_suebi,False,Ger_Longbow_Hunters,True,True,300,8,16,24,4,0,0,12,25,3,10,inf_mis,45
rom_suebi,False,Ger_Night_Hunters,True,True,720,35,16,26,6,0,15,54,50,28,10,inf_spr,60
rom_suebi,False,Ger_Noble_Riders,True,True,1180,47,16,31,7,0,10,52,70,46,60,cav_mel,100
rom_suebi,True,Ger_Noble_Riders,True,True,1180,47,16,31,7,0,10,52,70,46,60,cav_mel,100
rom_suebi,False,Ger_Onager,True,False,1580,9,16,24,4,0,0,14,35,6,10,art_fld,45
rom_suebi,False,Ger_Riders_Hunt,True,True,600,42,16,27,7,0,10,40,55,39,40,cav_mel,80
rom_suebi,False,Ger_Round_Shield_Sword,True,True,450,40,16,34,4,0,0,34,45,24,40,inf_mel,55
rom_suebi,False,Ger_Scout_Riders,True,True,440,34,16,34,4,0,0,30,45,24,40,cav_mis,70
rom_suebi,False,Ger_Slingers,True,True,260,8,16,24,4,0,0,37,25,3,30,inf_mis,45
rom_suebi,False,Ger_Spear_Brothers,True,True,480,25,16,26,6,0,15,66,40,23,50,inf_spr,55
rom_suebi,False,Ger_Spear_Levy,True,True,220,18,16,22,7,0,20,59,30,17,40,inf_spr,50
rom_suebi,False,Ger_Spear_Wall,True,True,660,25,16,26,6,0,15,86,50,23,45,inf_spr,60
rom_suebi,False,Ger_Spearwomen,True,True,660,32,16,26,6,0,15,50,50,23,55,inf_spr,50
rom_suebi,False,Ger_Sword_Masters,True,True,1280,43,16,40,4,0,0,67,70,32,80,inf_mel,70
rom_suebi,True,Ger_Sword_Masters,True,True,1280,43,16,40,4,0,0,67,70,32,80,inf_mel,70
rom_suebi,False,Ger_Wodanaz_Spears,True,True,890,38,16,30,6,0,15,69,70,29,50,inf_spr,65
rom_suebi,True,Ger_Wodanaz_Spears,True,True,890,38,16,30,6,0,15,69,70,29,50,inf_spr,65
rom_suebi,False,Ger_Wolf_Warriors,True,True,700,42,16,15,9,10,0,56,65,35,20,inf_mel,55
rom_suebi,False,Ger_Youths,True,True,300,18,16,24,4,0,0,40,20,10,30,inf_mis,45
rom_epirus,False,Gre_Agrianian_Axemen,True,True,500,22,17,26,10,0,0,41,50,14,45,inf_mis,50
rom_epirus,False,Gre_Archers,True,True,250,8,17,24,4,0,0,12,25,3,10,inf_mis,45
rom_epirus,False,Gre_Aspis_Companion_Cav,True,True,1300,68,17,40,8,0,0,34,70,40,95,cav_mel,105
rom_epirus,False,Gre_Ballista,True,False,1560,9,17,24,4,0,0,14,40,6,10,art_fld,45
rom_epirus,False,Gre_Beehive_Onager,True,False,1580,9,17,24,4,0,0,14,40,6,10,art_fld,45
rom_epirus,False,Gre_Cheiroballistra,True,True,520,9,17,24,4,0,0,14,35,6,10,art_fld,45
rom_epirus,False,Gre_Citizen_Cav,True,True,540,37,17,26,6,0,10,28,45,28,70,cav_mel,75
rom_epirus,False,Gre_Giant_Ballista,True,False,730,9,17,24,4,0,0,14,40,6,10,art_fix,45
rom_epirus,False,Gre_Hoplites,True,True,650,34,17,26,6,0,15,57,55,21,80,inf_spr,60
rom_epirus,False,Gre_Javelinmen,True,True,220,8,17,24,4,0,0,37,25,3,15,inf_mis,45
rom_epirus,False,Gre_Large_Onager,True,False,1790,9,17,24,4,0,0,14,40,6,10,art_fld,45
rom_epirus,False,Gre_Levy_Pike,True,True,450,30,17,20,4,0,0,20,35,4,60,inf_pik,45
rom_epirus,False,Gre_Militia_Hoplites,True,True,300,21,17,26,6,0,15,53,45,15,55,inf_spr,55
rom_epirus,False,Gre_Molossian_Dogs,True,True,650,35,17,40,4,0,0,68,35,20,15,spcl,45
rom_epirus,False,Gre_Onager,True,False,1580,9,17,24,4,0,0,14,40,6,10,art_fld,45
rom_epirus,False,Gre_Peltasts,True,True,420,18,17,24,4,0,0,40,35,10,65,inf_mis,50
rom_epirus,False,Gre_Pike,True,True,600,34,17,24,4,0,0,30,45,7,65,inf_pik,55
rom_epirus,False,Gre_Polybolos,True,True,620,9,17,24,4,0,0,14,35,6,10,art_fix,45
rom_epirus,False,Gre_Royal_Cav,True,True,1270,46,17,27,12,0,10,17,70,76,60,cav_shk,100
rom_epirus,True,Gre_Royal_Cav,True,True,1270,46,17,27,12,0,10,17,70,76,60,cav_shk,100
